model,clean,with_profile,with_company,with_all,infl_with_profile,infl_with_company,infl_with_all
histgb,0.7706389408363765,0.899944015867936,0.7807218516517186,0.9027607349063012,0.12930507503155952,0.010082910815342072,0.13212179406992464
logreg,0.7100178426873307,0.8651323766932846,0.7247266699524214,0.8664912035419523,0.15511453400595387,0.014708827265090707,0.1564733608546216
